KEY,en,ru
ABILITY_DEXTEROUSHIT2_DESC,"A melee attack that deals damage equal to half your [img:dex], rounded up.
[s:.7](This spell costs less.)[/s]","Атака ближнего боя, наносящая урон, равный половине вашей [img:dex], округленной вверх.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_RANDOMIZE_NAME,Randomize,Рандомизация
ABILITY_RANDOMIZE_DESC,Spawn a random tile anywhere.,Создайте случайный тайл где угодно.
ABILITY_RANDOMIZE2_DESC,Tiles in an area become random tiles.,Тайлы в области становятся случайными.
ABILITY_PATHOFTHEMAGE_NAME,Path of the Mage,Путь Мага
ABILITY_PATHOFTHEMAGE_DESC,Transform this spell into a random Mage spell permanently.,Превратите это заклинание в случайное заклинание Мага навсегда.
ABILITY_PATHOFTHEMAGE2_DESC,Transform this spell into a random upgraded Mage spell permanently.,Превратите это заклинание в случайное улучшенное заклинание Мага навсегда.
ABILITY_PATHOFTHEHUNTER_NAME,Path of the Hunter,Путь Охотника
ABILITY_PATHOFTHEHUNTER_DESC,"A lobbed attack that deals 1 damage. If this kills an enemy, this spell becomes a random Hunter spell permanently.","Навесная атака, наносящая 1 урон. Если она убивает врага, это заклинание становится случайным заклинанием Охотника навсегда."
ABILITY_PATHOFTHEHUNTER2_DESC,Transform this spell into a random upgraded Hunter spell permanently.,Превратите это заклинание в случайное улучшенное заклинание Охотника навсегда.
ABILITY_PATHOFTHETHIEF_NAME,Path of the Thief,Путь Вора
ABILITY_PATHOFTHETHIEF_DESC,"A straight shot attack that deals 1 damage. If this makes a critical hit, this spell becomes a random Thief spell permanently.","Прямой выстрел, наносящий 1 урон. Если выпадает крит, это заклинание становится случайным заклинанием Вора навсегда."
ABILITY_PATHOFTHETHIEF2_DESC,Transform this spell into a random upgraded Thief spell permanently.,Превратите это заклинание в случайное улучшенное заклинание Вора навсегда.
ABILITY_PATHOFTHEFIGHTER_NAME,Path of the Fighter,Путь Бойца
ABILITY_PATHOFTHEFIGHTER_DESC,"Your [img:int] becomes 0 until the end of the battle, then this spell becomes a random Fighter spell permanently.","Ваш [img:int] становится 0 до конца битвы, затем это заклинание становится случайным заклинанием Бойца навсегда."
ABILITY_PATHOFTHEFIGHTER2_DESC,Transform this spell into a random upgraded Fighter spell permanently.,Превратите это заклинание в случайное улучшенное заклинание Бойца навсегда.
ABILITY_PATHOFTHETANK_NAME,Path of the Tank,Путь Танка
ABILITY_PATHOFTHETANK_DESC,Transform this spell into a random Tank spell permanently. Castable only if you have 5 or less health.,"Превратите это заклинание в случайное заклинание Танка навсегда. Можно использовать, только если у вас 5 или меньше здоровья."
ABILITY_PATHOFTHETANK2_DESC,Transform this spell into a random upgraded Tank spell permanently.,Превратите это заклинание в случайное улучшенное заклинание Танка навсегда.
ABILITY_PATHOFTHECLERIC_NAME,Path of the Cleric,Путь Клирика
ABILITY_PATHOFTHECLERIC_DESC,"Give an enemy All Stats Up and fully heal it, then this spell becomes a random Cleric spell permanently.","Дайте врагу Повышение Всех Характеристик и полностью исцелите его, затем это заклинание становится случайным заклинанием Клирика навсегда."
ABILITY_PATHOFTHECLERIC2_DESC,Transform this spell into a random upgraded Cleric spell permanently.,Превратите это заклинание в случайное улучшенное заклинание Клирика навсегда.
ABILITY_PATHOFTHEBUTCHER_NAME,Path of the Butcher,Путь Мясника
ABILITY_PATHOFTHEBUTCHER_DESC,"Collect an adjacent food pickup, then this spell becomes a random Butcher spell permanently.","Подберите соседнюю еду, затем это заклинание становится случайным заклинанием Мясника навсегда."
ABILITY_PATHOFTHEBUTCHER2_DESC,Transform this spell into a random upgraded Butcher spell permanently.,Превратите это заклинание в случайное улучшенное заклинание Мясника навсегда.
ABILITY_PATHOFTHEPSYCHIC_NAME,Path of the Psychic,Путь Псионика
ABILITY_PATHOFTHEPSYCHIC_DESC,This spell becomes a random Psychic spell permanently. Castable only if you have full mana.,"Это заклинание становится случайным заклинанием Псионика навсегда. Можно использовать, только если у вас полная мана."
ABILITY_PATHOFTHEPSYCHIC2_DESC,Transform this spell into a random upgraded Psychic spell permanently.,Превратите это заклинание в случайное улучшенное заклинание Псионика навсегда.
ABILITY_PATHOFTHETINKERER_NAME,Path of the Tinkerer,Путь Механика
ABILITY_PATHOFTHETINKERER_DESC,"Destroy your weapon, then this spell becomes a random Tinkerer spell permanently.","Уничтожьте свое оружие, затем это заклинание становится случайным заклинанием Механика навсегда."
ABILITY_PATHOFTHETINKERER2_DESC,Transform this spell into a random upgraded Tinkerer spell permanently.,Превратите это заклинание в случайное улучшенное заклинание Механика навсегда.
ABILITY_PATHOFTHEMONK_NAME,Path of the Monk,Путь Монаха
ABILITY_PATHOFTHEMONK_DESC,"Gain All Stats Down, then this spell becomes a random Monk spell permanently.","Получите Снижение Всех Характеристик, затем это заклинание становится случайным заклинанием Монаха навсегда."
ABILITY_PATHOFTHEMONK2_DESC,This spell becomes a random upgraded Monk spell permanently.,Это заклинание становится случайным улучшенным заклинанием Монаха навсегда.
ABILITY_PATHOFTHEDRUID_NAME,Path of the Druid,Путь Друида
ABILITY_PATHOFTHEDRUID_DESC,"Plant flowers on the tile you're standing on, then this spell becomes a random Druid spell permanently. Castable only if you're standing on a grass tile.","Посадите цветы на клетке под собой, затем это заклинание становится случайным заклинанием Друида навсегда. Работает только на траве."
ABILITY_PATHOFTHEDRUID2_DESC,Transform this spell into a random upgraded Druid spell permanently.,Превратите это заклинание в случайное улучшенное заклинание Друида навсегда.
ABILITY_PATHOFTHENECROMANCER_NAME,Path of the Necromancer,Путь Некроманта
ABILITY_PATHOFTHENECROMANCER_DESC,"Destroy a corpse, then this spell becomes a random Necromancer spell permanently.","Уничтожьте труп, затем это заклинание становится случайным заклинанием Некроманта навсегда."
ABILITY_PATHOFTHENECROMANCER2_DESC,Transform this spell into a random Necromancer spell permanently.,Превратите это заклинание в случайное заклинание Некроманта навсегда.
ABILITY_PATHOFTHEVOID_NAME,Path Of The Void,Путь Пустоты
ABILITY_PATHOFTHEVOID_DESC,Conjure a random Collarless spell into your bonus spell slot.,"Призовите случайное заклинание ""Без Ошейника"" в ваш бонусный слот."
ABILITY_PATHOFTHEVOID2_DESC,Conjure a random upgraded Collarless spell into your bonus spell slot.,"Призовите случайное улучшенное заклинание ""Без Ошейника"" в ваш бонусный слот."
ABILITY_PATHOFTHEJESTER_NAME,Path of the Jester,Путь Шута
ABILITY_PATHOFTHEJESTER_DESC,"Gain 10 random stat ups and 5 random stat downs, then transform this spell into a random class spell permanently.","Получите 10 случайных баффов и 5 случайных дебаффов характеристик, затем превратите это заклинание в случайное классовое навсегда."
ABILITY_PATHOFTHEJESTER2_DESC,"Gain 10 random stat ups, then transform this spell into a random upgraded class spell permanently.","Получите 10 случайных баффов характеристик, затем превратите это заклинание в случайное улучшенное классовое навсегда."
ABILITY_ITCH_NAME,Itch,Зуд
ABILITY_ITCH_DESC,Deal 1 damage to yourself. 50% chance to spawn a friendly flea.,Нанесите 1 урон себе. 50% шанс призвать дружественную блоху.
ABILITY_ITCH2_DESC,Deal 1 damage to yourself. Spawn a friendly flea.,Нанесите 1 урон себе. Призовите дружественную блоху.
ABILITY_MEOW_NAME,Meow,Мяу
ABILITY_MEOW_DESC,Your closest ally moves toward you.,Ваш ближайший союзник движется к вам.
ABILITY_MEOW2_DESC,A target ally moves toward you.,Целевой союзник движется к вам.
ABILITY_SWAT_NAME,Swat,Шлепок лапой
ABILITY_SWAT_DESC,Knockback a unit 3 tiles.,Отбросьте юнита на 3 клетки.
ABILITY_SWAT2_DESC,"Knockback a unit 10 tiles.
[s:.7](This spell costs less.)[/s]","Отбросьте юнита на 10 клеток.
[s:.7](Это заклинание стоит дешевле.)[/s]"
