KEY,en,ru
PASSIVE_LONGARMS_DESC,+1 Range and +1 Reach.,+1 Дальность и +1 Досягаемость.
PASSIVE_LONGARMS2_DESC,+1 Range and +1 Reach.,+1 Дальность и +1 Досягаемость.
PASSIVE_SPREADTHEPAIN_NAME,Spread the Pain,Распространение Боли
PASSIVE_SPREADTHEPAIN_DESC,Deal 2 extra damage the first time you damage each unit each turn.,"Нанесите 2 доп. урона в первый раз, когда наносите урон каждому юниту каждый ход."
PASSIVE_SPREADTHEPAIN2_DESC,Deal 2 extra damage with 100% crit chance the first time you damage each unit each turn.,"Нанесите 2 доп. урона со 100% шансом крита в первый раз, когда наносите урон каждому юниту каждый ход."
PASSIVE_HARDEN_NAME,Harden,Затвердевание
PASSIVE_HARDEN_DESC,"When you gain [img:shield], also gain temporary Brace 1.","Когда получаете [img:shield], также получите временную Стойкость 1."
PASSIVE_HARDEN2_DESC,"When you gain [img:shield], also gain temporary Brace 1.
Gain +1 [img:shield] when you hit a unit with your basic attack.","Когда получаете [img:shield], также получите временную Стойкость 1.
Получите +1 [img:shield], когда бьете юнита базовой атакой."
PASSIVE_IRONSKINTECHNIQUE_NAME,Iron Skin Technique,Техника Железной Кожи
PASSIVE_IRONSKINTECHNIQUE_DESC,Gain +2 [img:shield] when you land a critical hit. +10% critical chance.,Получите +2 [img:shield] при крит. ударе. +10% шанс крита.
PASSIVE_IRONSKINTECHNIQUE2_DESC,Gain +3 [img:shield] when you land a critical hit. +25% critical chance.,Получите +3 [img:shield] при крит. ударе. +25% шанс крита.
PASSIVE_JETFISTS_NAME,Jet Fists,Реактивные Кулаки
PASSIVE_JETFISTS_DESC,Your melee attacks and abilities blow wind through the tiles they hit.,"Ваши атаки ближнего боя и способности пускают ветер через клетки, по которым попадают."
PASSIVE_JETFISTS2_DESC,Your melee attacks and abilities blow wind through the tiles they hit in a large cone.,Ваши атаки ближнего боя и способности пускают ветер через клетки в большом конусе.
PASSIVE_ENERGYFISTS_NAME,Energy Fists,Энергетические Кулаки
PASSIVE_ENERGYFISTS_DESC,Emit a Sparkle when you use your basic attack.,Испускают Искру при использовании базовой атаки.
PASSIVE_ENERGYFISTS2_DESC,Emit two Sparkles when you use your basic attack.,Испускают две Искры при использовании базовой атаки.
PASSIVE_UNSTOPPABLE_NAME,Unstoppable!,Неудержимый!
PASSIVE_UNSTOPPABLE_DESC,"You're immune to knockback, Stun, Slow, and other mobility debuffs.","Иммунитет к отбрасыванию, Оглушению, Замедлению и другим дебаффам мобильности."
PASSIVE_UNSTOPPABLE2_DESC,You're immune to knockback and debuffs.,Иммунитет к отбрасыванию и дебаффам.
PASSIVE_UNBURDENEDMOTION_NAME,Unburdened Motion,Необремененное Движение
PASSIVE_UNBURDENEDMOTION_DESC,"+1 [img:spd] and +10% dodge chance for each empty armor slot. If all of your armor slots are empty, you can use your movement action an extra time.","+1 [img:spd] и +10% уворот за каждый пустой слот брони. Если все слоты пусты, можете двигаться доп. раз."
PASSIVE_UNBURDENEDMOTION2_DESC,"+2 [img:spd] and +15% dodge chance for each empty armor slot. If all of your armor slots are empty, you gain flying and can use your movement action an extra time.","+2 [img:spd] и +15% уворот за каждый пустой слот брони. Если все слоты пусты, получаете полет и можете двигаться доп. раз."
PASSIVE_UNBURDENEDSTRIKES_NAME,Unburdened Strikes,Необремененные Удары
PASSIVE_UNBURDENEDSTRIKES_DESC,"+10% critical hit chance and +25% critical hit damage for each empty armor slot. If all of your armor slots are empty, counter-attack whenever you get hit.","+10% шанс крита и +25% урон крита за каждый пустой слот брони. Если все слоты пусты, контратакуете при получении удара."
PASSIVE_UNBURDENEDSTRIKES2_DESC,"+10% critical hit chance and +25% critical hit damage for each empty armor slot. If all of your armor slots are empty your critical hits inflict bruise, and counter-attack whenever you get hit.","+10% шанс крита и +25% урон крита за каждый пустой слот брони. Если все слоты пусты, криты накладывают Ушиб, и контратакуете при ударе."
PASSIVE_UNBURDENEDTHOUGHTS_NAME,Unburdened Thoughts,Необремененные Мысли
PASSIVE_UNBURDENEDTHOUGHTS_DESC,"+1 [img:int] and +1 [img:cha] for each empty armor slot. If all of your armor slots are empty, your spells cost 1 less mana.","+1 [img:int] и +1 [img:cha] за каждый пустой слот брони. Если все слоты пусты, заклинания стоят на 1 меньше маны."
PASSIVE_UNBURDENEDTHOUGHTS2_DESC,"+1 [img:int], +1 [img:cha], and +1 Kinetic Spikes for each empty armor slot. If all of your armor slots are empty, you have +2 Magic Damage and your spells cost 1 less mana.","+1 [img:int], +1 [img:cha], и +1 Кинетические Шипы за каждый пустой слот брони. Если все слоты пусты, имеете +2 Маг. Урон и заклинания стоят на 1 меньше маны."
PASSIVE_RUNNINGJAB_NAME,Running Jab,Тычок с Разбега
PASSIVE_RUNNINGJAB_DESC,"When you end your movement, automatically use your basic attack if an enemy is in range.","В конце движения, автоматически используйте базовую атаку, если враг в радиусе."
PASSIVE_RUNNINGJAB2_DESC,"When you end your movement, automatically use your basic attack if an enemy is in range. You can move an extra time each turn.","В конце движения, автоматически используйте базовую атаку, если враг в радиусе. Можете двигаться доп. раз каждый ход."
PASSIVE_PERFECTTECHNIQUE_NAME,Perfect Technique,Идеальная Техника
PASSIVE_PERFECTTECHNIQUE_DESC,"While in ranged stance, You have +1 Range and +2 Magic Damage. While in melee stance, you have +1 Brace.","В дальней стойке, +1 Дальность и +2 Маг. Урон. В ближней стойке, +1 Стойкость."
PASSIVE_PERFECTTECHNIQUE2_DESC,"While in ranged stance, You have +1 Range, +2 Kinetic Spikes, and +2 Magic Damage. While in melee stance, you have +2 Brace and +2 Health Regeneration.","В дальней стойке, +1 Дальность, +2 Кинетические Шипы, и +2 Маг. Урон. В ближней стойке, +2 Стойкость и +2 Регенерация Здоровья."
PASSIVE_RAPIDFLOW_NAME,Rapid Flow,Быстрый Поток
PASSIVE_RAPIDFLOW_DESC,"When you switch stances, do a spin attack that hits all adjacent units.","При смене стоек, сделайте круговую атаку по всем соседним юнитам."
PASSIVE_RAPIDFLOW2_DESC,"When you switch stances, do a double spin attack that hits all adjacent units.","При смене стоек, сделайте двойную круговую атаку по всем соседним юнитам."
PASSIVE_COUNTERBARRAGE_NAME,Counter Barrage,Шквал Контрударов
PASSIVE_COUNTERBARRAGE_DESC,"When you take damage from an enemy attack, gain +1 Bonus Attack.","При получении урона от атаки, получите +1 Бонусную Атаку."
PASSIVE_COUNTERBARRAGE2_DESC,"When you take damage from an enemy attack, gain +1 Bonus Attack and +1 Bonus Move.","При получении урона от атаки, получите +1 Бонусную Атаку и +1 Бонусное Движение."
PASSIVE_FLOWSTATE_NAME,Flow State,Состояние Потока
PASSIVE_FLOWSTATE_DESC,"When you deal damage to another unit, gain +1 [img:str] and +2 [img:dex] until the end of the turn.","При нанесении урона юниту, получите +1 [img:str] и +2 [img:dex] до конца хода."
PASSIVE_FLOWSTATE2_DESC,"When you deal damage to another unit, gain +2 [img:str], +2 [img:dex], and +2 [img:lck] until the end of the turn.","При нанесении урона юниту, получите +2 [img:str], +2 [img:dex], и +2 [img:lck] до конца хода."
